actor,weibo_name,follower,weibo_score
武大靖,武大靖,"武大靖
粉丝：1035.1万 | 平昌冬奥会短道速滑500米冠军 北京冬奥会中国体育代表团首金
V指数 体育领域 85.41分","武大靖
粉丝：1035.1万 | 平昌冬奥会短道速滑500米冠军 北京冬奥会中国体育代表团首金
V指数 体育领域 85.41分"
傅子铭,No weibo account,No weibo account,No weibo account
小荧星,No weibo account,No weibo account,No weibo account
瞳音,No weibo account,No weibo account,No weibo account
昂米诺,昂米诺,"昂米诺
《小孩的神秘生活》阿米诺小盆友
粉丝：2万","昂米诺
《小孩的神秘生活》阿米诺小盆友
粉丝：2万"
漆凯,No weibo account,No weibo account,No weibo account
王劲松,演员王劲松,"演员王劲松
粉丝：155.5万 | 演员王劲松
V指数 文娱领域 60.12分","演员王劲松
粉丝：155.5万 | 演员王劲松
V指数 文娱领域 60.12分"
李明峻,-李明峻,"-李明峻
粉丝：403.4万 | 演员
V指数 文娱领域 38.91分","-李明峻
粉丝：403.4万 | 演员
V指数 文娱领域 38.91分"
阿丽亚,阿丽亚_aly,"阿丽亚_aly
粉丝：116.6万 | 演员 代表作《怒晴湘西》饰演花灵
V指数 文娱领域 27.74分","阿丽亚_aly
粉丝：116.6万 | 演员 代表作《怒晴湘西》饰演花灵
V指数 文娱领域 27.74分"
李博洋,李博洋__,"李博洋__
粉丝：20.1万 | 蜜熊娱乐 演员
V指数 文娱领域 23.78分","李博洋__
粉丝：20.1万 | 蜜熊娱乐 演员
V指数 文娱领域 23.78分"
林更新,林更新,"林更新
粉丝：5294.4万 | 演员林更新
V指数 文娱领域 55.81分","林更新
粉丝：5294.4万 | 演员林更新
V指数 文娱领域 55.81分"
王鹤润,王鹤润rain,"王鹤润rain
粉丝：717万 | 演员，代表作：《长安十二时辰》饰演闻染
莲花楼主演","王鹤润rain
粉丝：717万 | 演员，代表作：《长安十二时辰》饰演闻染
莲花楼主演"
蔡珩,蔡珩,"蔡珩
粉丝：110.9万 | 演员，中央戏剧学院表演系，主要话剧《世阿弥》《婚事》《轨道》
V指数 文娱领域 42.68分","蔡珩
粉丝：110.9万 | 演员，中央戏剧学院表演系，主要话剧《世阿弥》《婚事》《轨道》
V指数 文娱领域 42.68分"
翟潇闻,翟潇闻,"翟潇闻
粉丝：1221.7万 | 演员、歌手
V指数 文娱领域 79.70分","翟潇闻
粉丝：1221.7万 | 演员、歌手
V指数 文娱领域 79.70分"
董明珠,董明珠自媒体,"董明珠自媒体
中国企业家及社会各界人士平等交流、共同发展的开放平台。
粉丝：65万","董明珠自媒体
中国企业家及社会各界人士平等交流、共同发展的开放平台。
粉丝：65万"
王萧,No weibo account,No weibo account,No weibo account
金子璇,No weibo account,No weibo account,No weibo account
张一铎,张一铎,"张一铎
粉丝：189.5万 | 演员，代表作《破事精英》、《爱情公寓5》
V指数 文娱领域 58.90分","张一铎
粉丝：189.5万 | 演员，代表作《破事精英》、《爱情公寓5》
V指数 文娱领域 58.90分"
许清雅,许清雅MY,"许清雅MY
粉丝：208.6万 | 演员 许梦圆，代表作《你好，旧时光》《等等啊，我的青春》
V指数 文娱领域 36.01分","许清雅MY
粉丝：208.6万 | 演员 许梦圆，代表作《你好，旧时光》《等等啊，我的青春》
V指数 文娱领域 36.01分"
卜冠今,卜冠今,"卜冠今
粉丝：280.9万 | 演员
V指数 文娱领域 48.24分","卜冠今
粉丝：280.9万 | 演员
V指数 文娱领域 48.24分"
李希侃,Say侃,"Say侃
粉丝：679.1万 | S.K.Y成员 队长李希侃
V指数 文娱领域 70.89分","Say侃
粉丝：679.1万 | S.K.Y成员 队长李希侃
V指数 文娱领域 70.89分"
赵梦,赵梦Kelsey,"赵梦Kelsey
粉丝：128.4万 | TwinkleStar闪星主唱 新裤子贝斯
V指数 文娱领域 70.47分","赵梦Kelsey
粉丝：128.4万 | TwinkleStar闪星主唱 新裤子贝斯
V指数 文娱领域 70.47分"
史磊,史磊yo,"史磊yo
演员，代表作：电影《无极》电视剧《内衣先生》《鹿鼎记》
粉丝：88.1万","史磊yo
演员，代表作：电影《无极》电视剧《内衣先生》《鹿鼎记》
粉丝：88.1万"
张继科,No weibo account,No weibo account,No weibo account
王艺瑾,王艺瑾,"王艺瑾
粉丝：437万 | 嘉行新悦签约艺人
V指数 文娱领域 69.22分","王艺瑾
粉丝：437万 | 嘉行新悦签约艺人
V指数 文娱领域 69.22分"
张艺谋,No weibo account,No weibo account,No weibo account
刘奕畅,刘奕畅,"刘奕畅
粉丝：565.4万 | 演员 代表作《我和两个他》《少主且慢行》《如意芳霏》
V指数 文娱领域 42.70分","刘奕畅
粉丝：565.4万 | 演员 代表作《我和两个他》《少主且慢行》《如意芳霏》
V指数 文娱领域 42.70分"
吴曼思,吴曼思,"吴曼思
粉丝：100.6万 | 超级向上旗下艺人，演员
V指数 文娱领域 50.92分","吴曼思
粉丝：100.6万 | 超级向上旗下艺人，演员
V指数 文娱领域 50.92分"
孙俪,turbosun,"turbosun
1+1=4
粉丝：4251.8万","turbosun
1+1=4
粉丝：4251.8万"
徐好,徐好,"徐好
粉丝：329万 | 演员徐好
V指数 文娱领域 54.21分","徐好
粉丝：329万 | 演员徐好
V指数 文娱领域 54.21分"
程潇,程潇,"程潇
粉丝：1236.3万 | 乐华娱乐旗下艺人；歌手；演员，代表作《天醒之路》
《中餐厅7》嘉宾推荐","程潇
粉丝：1236.3万 | 乐华娱乐旗下艺人；歌手；演员，代表作《天醒之路》
《中餐厅7》嘉宾推荐"
沈梦辰,沈梦辰,"沈梦辰
粉丝：926.7万 | 湖南卫视签约主持人
《中餐厅7》嘉宾推荐","沈梦辰
粉丝：926.7万 | 湖南卫视签约主持人
《中餐厅7》嘉宾推荐"
尚刚,非诚勿扰时尚刚子,"非诚勿扰时尚刚子
江苏卫视《非诚勿扰》2011年7月31日三号男嘉宾、黑龙江卫视《你好丘比特》2012年8月11日一号男嘉宾、换客达人、生活知道网换客技能交流版版主
粉丝：1348","非诚勿扰时尚刚子
江苏卫视《非诚勿扰》2011年7月31日三号男嘉宾、黑龙江卫视《你好丘比特》2012年8月11日一号男嘉宾、换客达人、生活知道网换客技能交流版版主
粉丝：1348"
阿潘,No weibo account,No weibo account,No weibo account
李海银,李海银-haiyin,"李海银-haiyin
粉丝：43.8万 | 开心麻花签约演员
V指数 搞笑幽默领域 56.66分","李海银-haiyin
粉丝：43.8万 | 开心麻花签约演员
V指数 搞笑幽默领域 56.66分"
庞勇,No weibo account,No weibo account,No weibo account
星潮,No weibo account,No weibo account,No weibo account
蔡乙嘉,蔡乙嘉,"蔡乙嘉
粉丝：130.3万 | 演员，作品《大约是爱》《我们的少年时代》
V指数 文娱领域 29.58分","蔡乙嘉
粉丝：130.3万 | 演员，作品《大约是爱》《我们的少年时代》
V指数 文娱领域 29.58分"
黄子弘凡,黄子弘凡_Lars,"黄子弘凡_Lars
粉丝：494万 | 歌手
V指数 文娱领域 85.97分","黄子弘凡_Lars
粉丝：494万 | 歌手
V指数 文娱领域 85.97分"
李若彤,李若彤,"李若彤
粉丝：752.3万 | 中国香港演员 李若彤
《少年行》班主任和少年们","李若彤
粉丝：752.3万 | 中国香港演员 李若彤
《少年行》班主任和少年们"
李泽锋,演员李泽锋,"演员李泽锋
粉丝：559.2万 | 演员，作品《三十而已》《一代枭雄》
V指数 文娱领域 51.96分","演员李泽锋
粉丝：559.2万 | 演员，作品《三十而已》《一代枭雄》
V指数 文娱领域 51.96分"
张毅成,Subs杀不死工作室官博,"Subs杀不死工作室官博
Subs张毅成工作室官方微博
粉丝：2162","Subs杀不死工作室官博
Subs张毅成工作室官方微博
粉丝：2162"
吴俊余,吴俊余,"吴俊余
粉丝：925.8万 | 歌手，演员。作品《艳势番之新青年》《天雷一部之春花秋月》
V指数 文娱领域 24.78分","吴俊余
粉丝：925.8万 | 歌手，演员。作品《艳势番之新青年》《天雷一部之春花秋月》
V指数 文娱领域 24.78分"
陈昊蓝,陈昊蓝,"陈昊蓝
粉丝：184.2万 | 主持人 演员 果然娱乐签约艺人
《消失的十一层》演员","陈昊蓝
粉丝：184.2万 | 主持人 演员 果然娱乐签约艺人
《消失的十一层》演员"
闫妮,素描闫妮,"素描闫妮
粉丝：132.5万 | 闫妮工作团队官方微博
《学爸》主创","素描闫妮
粉丝：132.5万 | 闫妮工作团队官方微博
《学爸》主创"
王萧雪,No weibo account,No weibo account,No weibo account
宋继扬,宋继扬_,"宋继扬_
粉丝：589.9万 | 演员 代表作《陈情令》
V指数 文娱领域 52.82分","宋继扬_
粉丝：589.9万 | 演员 代表作《陈情令》
V指数 文娱领域 52.82分"
张颕康,張頴康,"張頴康
TVB演员，作品《公主嫁到》、《谈情说案》等
粉丝：9.3万","張頴康
TVB演员，作品《公主嫁到》、《谈情说案》等
粉丝：9.3万"
杨九郎,杨九郎L,"杨九郎L
粉丝：425万 | 德云社相声演员 郭德纲弟子
V指数 文娱领域 75.38分","杨九郎L
粉丝：425万 | 德云社相声演员 郭德纲弟子
V指数 文娱领域 75.38分"
悦儿,No weibo account,No weibo account,No weibo account
高一仁,高一仁,"高一仁
演员，作品：《多情江山》《两生花》
粉丝：240.6万","高一仁
演员，作品：《多情江山》《两生花》
粉丝：240.6万"
段奥娟,段奥娟_CLARE,"段奥娟_CLARE
粉丝：925万 | 歌手段奥娟
V指数 文娱领域 65.51分","段奥娟_CLARE
粉丝：925万 | 歌手段奥娟
V指数 文娱领域 65.51分"
巩容尔,巩容尔,"巩容尔
演员，作品有《人间烟火》、《玲珑心》、《都是女人惹的祸》等
粉丝：1.8万","巩容尔
演员，作品有《人间烟火》、《玲珑心》、《都是女人惹的祸》等
粉丝：1.8万"
李政军,李政军,"李政军
演员、《最强大脑》第十季选手
粉丝：256.4万","李政军
演员、《最强大脑》第十季选手
粉丝：256.4万"
张妮,No weibo account,No weibo account,No weibo account
斯琴高丽,斯琴高丽,"斯琴高丽
粉丝：300.8万 | 演员、艺人
V指数 文娱领域 30.86分","斯琴高丽
粉丝：300.8万 | 演员、艺人
V指数 文娱领域 30.86分"
李佳航,李佳航MVP,"李佳航MVP
粉丝：1498.7万 | 演员
V指数 文娱领域 44.45分","李佳航MVP
粉丝：1498.7万 | 演员
V指数 文娱领域 44.45分"
陈赫,陈赫,"陈赫
粉丝：6721.8万 | 演员
V指数 文娱领域 78.90分","陈赫
粉丝：6721.8万 | 演员
V指数 文娱领域 78.90分"
彭楚粤,X玖少年团彭楚粤,"X玖少年团彭楚粤
粉丝：825.3万 | X玖少年团成员 彭楚粤
V指数 文娱领域 68.09分","X玖少年团彭楚粤
粉丝：825.3万 | X玖少年团成员 彭楚粤
V指数 文娱领域 68.09分"
史元庭,史元庭,"史元庭
演员，代表作《火线任务》《杨戬传》《我们的青春不怕疼》
粉丝：139.5万","史元庭
演员，代表作《火线任务》《杨戬传》《我们的青春不怕疼》
粉丝：139.5万"
张天爱,Crystal张天爱,"Crystal张天爱
粉丝：1752万 | 演员张天爱，代表作《太子妃升职记》、《二炮手》。
V指数 文娱领域 75.90分","Crystal张天爱
粉丝：1752万 | 演员张天爱，代表作《太子妃升职记》、《二炮手》。
V指数 文娱领域 75.90分"
池约翰,MIC池约翰CJ,"MIC池约翰CJ
粉丝：171.9万 | MIC男团成员池约翰
V指数 文娱领域 76.76分","MIC池约翰CJ
粉丝：171.9万 | MIC男团成员池约翰
V指数 文娱领域 76.76分"
德格娜,德格娜,"德格娜
腾讯视频《导演请指教》导演
粉丝：9204","德格娜
腾讯视频《导演请指教》导演
粉丝：9204"
竹内亮,竹内亮导演,"竹内亮导演
粉丝：528.5万 | 纪录片导演 代表作《我住在这里的理由》
视频号旅游出行榜第4名","竹内亮导演
粉丝：528.5万 | 纪录片导演 代表作《我住在这里的理由》
视频号旅游出行榜第4名"
张光北,张光北,"张光北
演员张光北
粉丝：3.5万","张光北
演员张光北
粉丝：3.5万"
张瑶,张瑶,"张瑶
粉丝：239.1万 | 歌手，演员
V指数 文娱领域 57.90分","张瑶
粉丝：239.1万 | 歌手，演员
V指数 文娱领域 57.90分"
郭采洁,郭采洁,"郭采洁
粉丝：3061万 | 演員，歌手
V指数 文娱领域 77.94分","郭采洁
粉丝：3061万 | 演員，歌手
V指数 文娱领域 77.94分"
卢正雨,卢正雨,"卢正雨
粉丝：67万 | 导演/演员/编剧，作品《绝世高手》《美人鱼》《西游降魔篇》
V指数 文娱领域 22.62分","卢正雨
粉丝：67万 | 导演/演员/编剧，作品《绝世高手》《美人鱼》《西游降魔篇》
V指数 文娱领域 22.62分"
苏绿,No weibo account,No weibo account,No weibo account
袁冰妍,袁冰妍,"袁冰妍
粉丝：1515.8万 | 演员 代表作《琉璃》《将夜》《听雪楼》《老九门》
V指数 文娱领域 73.75分","袁冰妍
粉丝：1515.8万 | 演员 代表作《琉璃》《将夜》《听雪楼》《老九门》
V指数 文娱领域 73.75分"
叮当,No weibo account,No weibo account,No weibo account
许棕哲,许棕哲AKA大许哥,"许棕哲AKA大许哥
为了让这个世界更真实，更美好 我—出现了
粉丝：2571","许棕哲AKA大许哥
为了让这个世界更真实，更美好 我—出现了
粉丝：2571"
茂涛,茂涛,"茂涛
不如意的时候不要尽往悲伤里钻，想想有笑声的日子吧。
粉丝：559","茂涛
不如意的时候不要尽往悲伤里钻，想想有笑声的日子吧。
粉丝：559"
陈牧驰,陈牧驰Chen,"陈牧驰Chen
粉丝：117.5万 | 演员，代表作《封神三部曲》
V指数 文娱领域 77.82分","陈牧驰Chen
粉丝：117.5万 | 演员，代表作《封神三部曲》
V指数 文娱领域 77.82分"
辰朔,CV辰朔,"CV辰朔
九紫声优团 签约配音演员 动漫博主
粉丝：1.4万","CV辰朔
九紫声优团 签约配音演员 动漫博主
粉丝：1.4万"
杨蓉,杨蓉,"杨蓉
粉丝：1172.2万 | 欢娱影视签约演员杨蓉
V指数 文娱领域 74.87分","杨蓉
粉丝：1172.2万 | 欢娱影视签约演员杨蓉
V指数 文娱领域 74.87分"
张颂文,张颂文,"张颂文
粉丝：671.6万 | 表演指导，演员
V指数 文娱领域 66.21分","张颂文
粉丝：671.6万 | 表演指导，演员
V指数 文娱领域 66.21分"
梁咏琪,梁詠琪,"梁詠琪
粉丝：1344.3万 | 香港演员、歌手
V指数 文娱领域 58.55分","梁詠琪
粉丝：1344.3万 | 香港演员、歌手
V指数 文娱领域 58.55分"
陈品延,陈品延Ross,"陈品延Ross
粉丝：190万 | 演员，代表作《将夜》《电竞纪元》
V指数 文娱领域 46.35分","陈品延Ross
粉丝：190万 | 演员，代表作《将夜》《电竞纪元》
V指数 文娱领域 46.35分"
王啸坤,王啸坤,"王啸坤
粉丝：310.3万 | 歌手、音乐人、DAN厂牌主理人
V指数 文娱领域 69.03分","王啸坤
粉丝：310.3万 | 歌手、音乐人、DAN厂牌主理人
V指数 文娱领域 69.03分"
孙坚,孙坚,"孙坚
粉丝：2249.3万 | 演员孙坚
V指数 文娱领域 68.35分","孙坚
粉丝：2249.3万 | 演员孙坚
V指数 文娱领域 68.35分"
乔杉,演员乔杉,"演员乔杉
粉丝：501.1万 | 影视演员
V指数 文娱领域 56.40分","演员乔杉
粉丝：501.1万 | 影视演员
V指数 文娱领域 56.40分"
林玮婕,林玮婕Jade,"林玮婕Jade
粉丝：335.5万 | 主持人 微博原创视频博主
V指数 文娱领域 51.95分","林玮婕Jade
粉丝：335.5万 | 主持人 微博原创视频博主
V指数 文娱领域 51.95分"
高露,高露,"高露
粉丝：464.8万 | 演员高露，主要作品《与青春有关的日子》《家N次方》等
V指数 文娱领域 39.98分","高露
粉丝：464.8万 | 演员高露，主要作品《与青春有关的日子》《家N次方》等
V指数 文娱领域 39.98分"
祖峰,No weibo account,No weibo account,No weibo account
大鹏,大鹏董成鹏,"大鹏董成鹏
粉丝：981.7万 | 导演，演员
《热烈》主创","大鹏董成鹏
粉丝：981.7万 | 导演，演员
《热烈》主创"
窦文涛,No weibo account,No weibo account,No weibo account
李俊霆,努力向上的李俊霆,"努力向上的李俊霆
演员
粉丝：182.3万","努力向上的李俊霆
演员
粉丝：182.3万"
秦隽哲,秦隽哲,"秦隽哲
演员，代表作《彭雪枫》、《东方》等 娱乐博主
粉丝：1.6万","秦隽哲
演员，代表作《彭雪枫》、《东方》等 娱乐博主
粉丝：1.6万"
陈昊宇,陈昊宇Amy,"陈昊宇Amy
粉丝：372.5万 | 演员，代表作《如懿传》《九州缥缈录》《我才不要和你做朋友呢》
V指数 文娱领域 43.32分","陈昊宇Amy
粉丝：372.5万 | 演员，代表作《如懿传》《九州缥缈录》《我才不要和你做朋友呢》
V指数 文娱领域 43.32分"
许佳琪,许佳琪kiki,"许佳琪kiki
粉丝：1245.4万 | 丝芭传媒旗下签约艺人、7SENSES 成员
V指数 文娱领域 82.31分","许佳琪kiki
粉丝：1245.4万 | 丝芭传媒旗下签约艺人、7SENSES 成员
V指数 文娱领域 82.31分"
